Rooms,Type,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,Regionname,Propertycount,Price
3.0,0,1,18.4,3029,3.0,1.0,4.0,592.0,6,13830.0,575000.0
5.0,0,0,13.9,3108,4.0,2.0,2.0,659.0,0,9028.0,1510000.0
3.0,1,1,11.7,3125,3.0,2.0,2.0,329.0,5,5678.0,1145000.0
2.0,2,1,5.2,3056,3.0,1.0,2.0,512.0,2,11918.0,442500.0
4.0,0,1,27.2,3024,3.0,1.0,2.0,512.0,6,5262.0,627000.0
3.0,1,1,27,3196,3.0,1.0,2.0,512.0,4,3906.0,660000.0
2.0,2,4,2.4,3121,3.0,1.0,2.0,512.0,2,14949.0,600000.0
1.0,2,1,3.8,3207,1.0,1.0,1.0,0.0,5,8648.0,455500.0
4.0,0,1,7.8,3058,4.0,1.0,2.0,613.0,2,11204.0,1250000.0
4.0,0,1,18.4,3029,4.0,2.0,2.0,653.0,6,10160.0,652000.0
3.0,2,1,21.5,3195,3.0,2.0,2.0,512.0,4,5087.0,742000.0
3.0,0,1,14.6,3093,3.0,2.0,1.0,417.0,0,1624.0,857500.0
2.0,2,0,4.4,3031,2.0,1.0,1.0,0.0,2,3593.0,360000.0
2.0,2,1,18,3037,2.0,1.0,2.0,512.0,6,3640.0,395000.0
3.0,1,1,17.4,3048,3.0,1.0,2.0,512.0,2,4704.0,347500.0
2.0,2,1,6.4,3078,2.0,1.0,1.0,0.0,2,2211.0,512000.0
4.0,0,4,12.4,3108,4.0,2.0,1.0,650.0,0,9028.0,1200000.0
3.0,0,3,5.3,3070,3.0,2.0,1.0,150.0,2,11364.0,989000.0
2.0,2,1,15.5,3028,2.0,1.0,1.0,512.0,6,7630.0,415000.0
2.0,0,3,5.9,3055,2.0,1.0,1.0,410.0,2,7082.0,900000.0
3.0,0,0,4.5,3181,3.0,1.0,2.0,512.0,5,7717.0,2250000.0
3.0,0,0,24.7,3175,3.0,1.0,2.0,540.0,4,10894.0,665000.0
2.0,1,1,17.9,3192,2.0,2.0,2.0,263.0,5,9758.0,880000.0
3.0,0,1,10.5,3020,3.0,2.0,2.0,512.0,6,6763.0,770000.0
4.0,0,4,13.9,3165,3.0,1.0,2.0,741.0,5,10969.0,900000.0
1.0,2,0,7.8,3161,1.0,1.0,1.0,0.0,5,6923.0,350000.0
4.0,0,1,12.9,3043,4.0,2.0,4.0,594.0,6,3285.0,825000.0
2.0,0,1,7.5,3123,2.0,1.0,2.0,432.0,5,6482.0,1550000.0
2.0,2,1,14.5,3188,3.0,1.0,2.0,512.0,5,2356.0,1175000.0
2.0,2,1,14.5,3188,3.0,1.0,2.0,512.0,5,2356.0,475000.0
3.0,0,1,6.4,3012,3.0,1.0,2.0,512.0,6,5058.0,942500.0
3.0,2,1,14.2,3149,3.0,1.0,2.0,512.0,0,13366.0,742500.0
2.0,0,1,10.5,3081,2.0,1.0,1.0,433.0,0,2947.0,780000.0
2.0,2,1,3.3,3141,2.0,2.0,2.0,17200.0,5,14887.0,978500.0
4.0,0,1,8.7,3032,3.0,1.0,2.0,512.0,6,4918.0,979888.0
3.0,0,3,20.6,3064,3.0,2.0,2.0,656.0,2,15510.0,550000.0
3.0,0,1,6.5,3071,3.0,1.0,1.0,253.0,2,8870.0,1280000.0
3.0,0,1,8.8,3081,3.0,1.0,0.0,512.0,0,2674.0,752000.0
3.0,0,1,2.1,3065,3.0,3.0,1.0,95.0,2,5825.0,2625000.0
4.0,0,1,6.9,3039,3.0,1.0,3.0,477.0,6,6232.0,1211000.0
3.0,0,1,13,3046,3.0,1.0,2.0,674.0,2,8870.0,721000.0
2.0,1,1,21.5,3195,3.0,1.0,2.0,512.0,4,5087.0,790000.0
5.0,0,1,38,3199,5.0,2.0,4.0,700.0,4,7566.0,825000.0
2.0,0,0,4.6,3181,2.0,1.0,2.0,173.0,5,7717.0,1312000.0
3.0,0,1,6.8,3016,3.0,1.0,1.0,269.0,6,6380.0,832000.0
3.0,0,1,6.6,3183,3.0,1.0,1.0,157.0,5,2952.0,1080000.0
4.0,0,1,12.4,3083,4.0,1.0,1.0,465.0,2,1414.0,610000.0
3.0,2,1,2.8,3000,3.0,1.0,2.0,512.0,2,17496.0,1275000.0
2.0,2,1,11.2,3073,2.0,1.0,1.0,184.0,2,21650.0,401000.0
3.0,0,3,14.2,3149,3.0,1.0,2.0,512.0,0,13366.0,1648000.0
3.0,0,0,8.5,3044,3.0,2.0,1.0,658.0,2,7485.0,750000.0
4.0,0,1,18,3095,4.0,2.0,2.0,800.0,0,6990.0,830000.0
3.0,0,3,23,3136,3.0,2.0,2.0,512.0,0,11925.0,825000.0
2.0,0,1,11.4,3084,3.0,1.0,2.0,512.0,0,3540.0,810000.0
3.0,0,1,11.2,3145,3.0,1.0,2.0,512.0,5,8801.0,1700000.0
4.0,0,3,31.7,3337,4.0,2.0,2.0,685.0,3,3553.0,362000.0
4.0,0,1,14.7,3152,4.0,3.0,2.0,843.0,0,5424.0,1085000.0
3.0,1,1,21.5,3195,3.0,2.0,2.0,0.0,4,2824.0,805000.0
2.0,2,1,5.1,3011,2.0,1.0,1.0,0.0,6,7570.0,395000.0
4.0,0,1,9.1,3040,4.0,4.0,4.0,670.0,6,1543.0,3900000.0
3.0,0,1,11.1,3025,3.0,1.0,2.0,534.0,6,5132.0,683000.0
2.0,2,4,9,3079,3.0,1.0,2.0,512.0,0,1554.0,520000.0
2.0,0,1,8.2,3041,2.0,1.0,2.0,512.0,6,3284.0,1210000.0
4.0,0,1,14.7,3030,4.0,2.0,2.0,528.0,6,2276.0,610000.0
3.0,0,1,17.3,3193,3.0,1.0,2.0,612.0,5,5366.0,1354000.0
1.0,2,4,4.6,3122,1.0,1.0,0.0,0.0,5,11308.0,320000.0
3.0,0,1,10.5,3020,3.0,1.0,2.0,608.0,6,4217.0,770000.0
4.0,0,1,16.7,3150,4.0,2.0,2.0,704.0,4,7392.0,1170000.0
2.0,0,1,7.8,3161,2.0,1.0,1.0,512.0,5,6923.0,1160000.0
3.0,1,4,8.7,3032,3.0,2.0,2.0,77.0,6,4918.0,560000.0
4.0,0,1,24.7,3175,4.0,2.0,2.0,680.0,4,8322.0,614000.0
4.0,0,3,14.3,3109,4.0,2.0,2.0,512.0,0,10999.0,1370000.0
3.0,2,1,11.4,3163,3.0,1.0,2.0,0.0,5,7822.0,820000.0
3.0,2,0,16.7,3150,3.0,2.0,2.0,512.0,0,15321.0,930000.0
2.0,0,3,7.8,3058,2.0,1.0,0.0,157.0,2,11204.0,920000.0
2.0,2,1,3.5,3207,3.0,1.0,2.0,512.0,5,8648.0,865000.0
3.0,2,1,10.1,3163,3.0,2.0,2.0,0.0,5,7822.0,1042000.0
2.0,2,1,2.8,3000,3.0,1.0,2.0,512.0,2,17496.0,720000.0
3.0,0,1,8.4,3145,3.0,2.0,2.0,456.0,5,8801.0,1740000.0
2.0,0,1,8.8,3072,2.0,1.0,1.0,669.0,2,14577.0,850000.0
2.0,2,1,6.2,3123,3.0,1.0,2.0,512.0,5,6482.0,633000.0
1.0,2,2,5.2,3055,1.0,1.0,1.0,512.0,2,7082.0,328000.0
3.0,2,2,12.4,3108,3.0,1.0,2.0,512.0,0,9028.0,786000.0
4.0,0,1,7,3071,3.0,1.0,2.0,512.0,2,8870.0,1320000.0
3.0,0,3,31.7,3429,3.0,2.0,1.0,512.0,6,14092.0,453000.0
2.0,0,1,6.4,3012,2.0,1.0,1.0,369.0,6,5058.0,749000.0
4.0,0,3,31.7,3429,4.0,2.0,2.0,630.0,6,14092.0,725000.0
4.0,0,3,31.7,3429,4.0,2.0,2.0,641.0,6,14092.0,610000.0
2.0,2,1,3.5,3207,3.0,1.0,2.0,512.0,5,8648.0,797000.0
2.0,2,1,10.2,3127,2.0,1.0,1.0,1501.0,5,5457.0,807000.0
6.0,0,1,28.5,3802,6.0,3.0,2.0,800.0,4,8443.0,1070000.0
2.0,1,1,15.2,3191,3.0,1.0,2.0,512.0,5,4497.0,830000.0
3.0,0,1,23,3136,3.0,1.0,1.0,420.0,0,11925.0,567000.0
3.0,0,1,13.9,3020,3.0,1.0,2.0,512.0,6,2185.0,615000.0
2.0,2,0,2.3,3051,2.0,1.0,1.0,0.0,2,6821.0,440000.0
3.0,1,1,12.1,3083,3.0,1.0,2.0,512.0,2,10175.0,510000.0
2.0,2,3,7.5,3040,2.0,1.0,1.0,512.0,6,9264.0,880000.0
3.0,0,1,5.2,3055,3.0,1.0,2.0,535.0,2,7082.0,1332000.0
2.0,2,1,12.3,3166,3.0,1.0,2.0,512.0,5,768.0,455000.0
2.0,2,3,14.7,3030,3.0,1.0,2.0,512.0,6,16166.0,305000.0
3.0,1,1,10.5,3081,3.0,2.0,2.0,200.0,0,2947.0,601000.0
2.0,1,1,1.6,3066,2.0,1.0,1.0,15900.0,2,4553.0,945000.0
4.0,0,0,6.9,3039,4.0,2.0,3.0,675.0,6,6232.0,1940000.0
2.0,2,3,13.7,3188,2.0,1.0,1.0,0.0,5,5454.0,802000.0
3.0,0,3,14.8,3023,3.0,1.0,2.0,512.0,6,1607.0,570000.0
2.0,1,1,6.4,3012,2.0,1.0,1.0,126.0,6,3873.0,520000.0
2.0,2,3,8.5,3044,2.0,1.0,1.0,164.0,2,7485.0,550000.0
5.0,0,0,9.2,3146,4.0,3.0,2.0,919.0,5,10412.0,3730000.0
3.0,0,1,13,3204,3.0,2.0,3.0,568.0,5,6795.0,1448000.0
3.0,0,0,14.6,3189,3.0,1.0,1.0,698.0,5,2555.0,890000.0
4.0,0,1,24.7,3175,4.0,2.0,2.0,571.0,4,10894.0,760000.0
4.0,0,1,13.8,3188,4.0,2.0,2.0,688.0,5,5454.0,2990000.0
2.0,0,1,9.1,3040,2.0,1.0,2.0,809.0,6,1543.0,1705000.0
2.0,1,1,8.8,3072,3.0,1.0,2.0,512.0,2,14577.0,520000.0
3.0,0,1,5.4,3101,3.0,1.0,4.0,482.0,5,10331.0,1995000.0
4.0,0,1,3.6,3068,4.0,2.0,3.0,406.0,2,6244.0,1850000.0
3.0,0,1,24.7,3175,3.0,1.0,1.0,763.0,4,8322.0,727000.0
3.0,0,1,10.2,3127,3.0,2.0,2.0,1004.0,5,5457.0,2567500.0
4.0,0,1,13,3204,4.0,1.0,4.0,786.0,5,6795.0,1420000.0
4.0,0,1,3.6,3068,4.0,2.0,0.0,191.0,2,2954.0,1662500.0
3.0,0,1,9.4,3025,3.0,1.0,3.0,557.0,6,5132.0,750000.0
4.0,0,1,17.5,3169,4.0,2.0,4.0,628.0,4,2727.0,1150000.0
1.0,2,0,3.3,3141,1.0,1.0,1.0,0.0,5,14887.0,425000.0
4.0,0,1,15.5,3038,4.0,3.0,2.0,512.0,6,5336.0,905000.0
1.0,2,1,10.5,3186,3.0,1.0,2.0,512.0,5,10579.0,525000.0
3.0,0,1,10.8,3019,3.0,1.0,0.0,580.0,6,3589.0,660000.0
3.0,0,3,5.2,3055,3.0,1.0,1.0,473.0,2,7082.0,1200000.0
3.0,0,1,7,3013,2.0,1.0,1.0,208.0,6,6543.0,900500.0
4.0,0,1,23.2,3153,3.0,1.0,2.0,512.0,0,3598.0,735000.0
4.0,0,3,4.3,3032,4.0,2.0,1.0,360.0,6,6567.0,1750000.0
3.0,1,0,21.5,3195,3.0,2.0,2.0,334.0,4,5087.0,1180000.0
3.0,0,1,8.9,3084,3.0,2.0,2.0,668.0,0,2890.0,1270000.0
5.0,0,1,23.3,3180,3.0,1.0,2.0,512.0,0,2949.0,795000.0
4.0,0,1,13.9,3165,4.0,1.0,2.0,658.0,5,10969.0,1010000.0
2.0,2,4,7.7,3184,2.0,2.0,1.0,317.0,5,8989.0,660000.0
4.0,0,1,11.2,3145,4.0,2.0,2.0,230.0,5,8801.0,1380000.0
3.0,0,1,11.2,3145,3.0,1.0,2.0,446.0,5,8801.0,1220000.0
4.0,0,4,16.1,3088,4.0,3.0,2.0,679.0,0,915.0,890000.0
3.0,0,1,5.9,3032,3.0,1.0,2.0,512.0,6,6567.0,1125000.0
3.0,0,1,10.5,3020,3.0,1.0,1.0,206.0,6,3755.0,532000.0
3.0,0,1,2.4,3121,3.0,2.0,2.0,109.0,2,14949.0,1150000.0
3.0,2,1,10.1,3163,3.0,1.0,2.0,512.0,5,7822.0,1108000.0
3.0,2,1,12.4,3107,3.0,1.0,2.0,512.0,0,5420.0,900000.0
3.0,0,1,14,3047,3.0,1.0,1.0,757.0,2,851.0,615000.0
3.0,0,0,5.3,3122,3.0,3.0,2.0,107.0,5,11308.0,1670000.0
6.0,0,4,3.8,3207,6.0,4.0,2.0,353.0,5,8648.0,1800000.0
5.0,0,0,12.4,3107,5.0,2.0,2.0,805.0,0,5420.0,1350000.0
3.0,0,1,9.7,3104,3.0,1.0,2.0,615.0,5,7809.0,1530500.0
3.0,0,1,16.3,3075,3.0,1.0,1.0,551.0,2,8279.0,685500.0
2.0,1,3,8.5,3044,3.0,1.0,2.0,512.0,2,7485.0,506000.0
1.0,2,1,4.6,3181,3.0,1.0,2.0,512.0,5,7717.0,445000.0
3.0,1,0,17.9,3192,3.0,1.0,2.0,512.0,5,9758.0,865000.0
4.0,0,3,25.9,3754,4.0,2.0,3.0,512.0,2,5812.0,900000.0
3.0,0,1,13.4,3130,3.0,1.0,1.0,614.0,0,2867.0,1100000.0
2.0,2,1,9.1,3015,2.0,1.0,1.0,126.0,6,984.0,506000.0
3.0,0,1,9.5,3081,3.0,1.0,4.0,762.0,0,790.0,770000.0
2.0,0,1,5.1,3011,2.0,1.0,1.0,256.0,6,2417.0,817000.0
2.0,0,1,11.2,3046,2.0,1.0,2.0,1011.0,2,8870.0,1245000.0
5.0,0,1,23.5,3178,5.0,4.0,2.0,588.0,4,11667.0,1055000.0
2.0,0,0,3.5,3207,2.0,1.0,1.0,144.0,5,8648.0,1200000.0
4.0,0,0,10.3,3187,4.0,1.0,2.0,703.0,5,6938.0,1600000.0
3.0,0,1,6.4,3012,3.0,1.0,0.0,281.0,6,1808.0,1020000.0
3.0,0,1,14.2,3149,3.0,1.0,1.0,722.0,0,13366.0,1250000.0
3.0,1,1,13.9,3165,3.0,2.0,2.0,372.0,5,10969.0,1225000.0
4.0,0,1,6.4,3078,4.0,2.0,2.0,606.0,2,2211.0,1830000.0
3.0,2,1,3.6,3068,3.0,2.0,2.0,538.0,2,2954.0,1030000.0
3.0,0,1,3.3,3141,3.0,2.0,1.0,149.0,5,14887.0,1540000.0
2.0,0,1,19.6,3076,2.0,1.0,1.0,279.0,2,10926.0,452500.0
4.0,0,4,10.7,3187,4.0,2.0,4.0,506.0,5,6938.0,1650000.0
3.0,0,1,13.9,3165,3.0,2.0,3.0,629.0,5,10969.0,1161000.0
3.0,0,1,8.8,3072,3.0,2.0,2.0,590.0,2,14577.0,1127000.0
3.0,0,1,3.2,3054,3.0,1.0,1.0,131.0,2,3106.0,1280000.0
2.0,2,1,2.8,3000,3.0,1.0,2.0,512.0,2,17496.0,607000.0
3.0,0,3,12.9,3043,3.0,2.0,2.0,453.0,6,1071.0,900000.0
2.0,0,1,5.3,3070,2.0,1.0,1.0,266.0,2,11364.0,1135000.0
4.0,0,1,10.2,3127,4.0,2.0,0.0,420.0,0,2079.0,1462000.0
3.0,0,1,8.5,3044,3.0,1.0,1.0,546.0,2,7485.0,980000.0
2.0,2,4,8.1,3161,2.0,1.0,1.0,0.0,5,6923.0,550000.0
3.0,0,3,14.7,3030,3.0,1.0,1.0,633.0,6,16166.0,485000.0
3.0,0,1,12.1,3083,3.0,2.0,1.0,512.0,2,10175.0,800000.0
4.0,0,4,9.9,3044,4.0,2.0,1.0,455.0,2,7485.0,810000.0
2.0,0,1,11.7,3033,3.0,1.0,2.0,512.0,6,5629.0,705000.0
2.0,1,3,12.1,3083,3.0,1.0,2.0,512.0,2,1414.0,512000.0
2.0,2,1,13.6,3148,3.0,1.0,2.0,512.0,5,3582.0,670000.0
2.0,2,1,14.6,3093,3.0,1.0,2.0,512.0,0,1624.0,540000.0
1.0,2,4,7.8,3161,3.0,1.0,2.0,512.0,5,6923.0,280000.0
2.0,1,4,5.4,3101,3.0,1.0,2.0,512.0,5,10331.0,820000.0
3.0,0,4,16,3190,3.0,2.0,1.0,722.0,5,4794.0,1325000.0
2.0,2,1,13,3046,2.0,1.0,1.0,176.0,2,8870.0,465000.0
2.0,2,4,1.6,3066,3.0,1.0,2.0,512.0,2,4553.0,500000.0
3.0,0,1,13.5,3020,3.0,1.0,2.0,512.0,6,6763.0,555000.0
3.0,0,1,13.1,3128,3.0,1.0,2.0,228.0,0,4605.0,836000.0
3.0,0,1,11.2,3073,3.0,1.0,2.0,945.0,2,21650.0,779000.0
4.0,0,1,13.5,3020,4.0,2.0,4.0,651.0,6,6763.0,657000.0
4.0,0,0,5.5,3070,4.0,4.0,8.0,1390.0,2,11364.0,3850000.0
5.0,0,1,7.7,3124,5.0,4.0,2.0,512.0,5,8920.0,2700000.0
2.0,0,1,3.5,3068,2.0,1.0,1.0,150.0,2,6244.0,1008000.0
2.0,2,1,1.6,3066,3.0,1.0,2.0,512.0,2,4553.0,655000.0
4.0,0,1,16.5,3049,4.0,2.0,2.0,546.0,2,2474.0,610000.0
3.0,0,1,8,3016,3.0,2.0,2.0,315.0,6,6380.0,1200000.0
2.0,2,1,6.5,3071,3.0,1.0,2.0,512.0,2,8870.0,490000.0
3.0,0,1,18,3037,3.0,2.0,2.0,512.0,6,2898.0,600000.0
4.0,0,1,9.2,3058,4.0,2.0,2.0,456.0,2,3445.0,1240000.0
2.0,2,1,6.8,3016,2.0,1.0,2.0,169.0,6,6380.0,880000.0
3.0,0,4,8.4,3126,3.0,2.0,2.0,512.0,5,3265.0,1750000.0
5.0,0,0,15.5,3106,5.0,3.0,3.0,4001.0,0,6202.0,2300000.0
3.0,0,4,10.1,3163,3.0,1.0,2.0,512.0,5,7822.0,1250000.0
2.0,2,1,6.5,3071,3.0,1.0,2.0,512.0,2,8870.0,532000.0
3.0,0,1,13.7,3188,3.0,1.0,2.0,765.0,5,5454.0,1715000.0
4.0,0,3,17.9,3192,3.0,1.0,2.0,512.0,5,9758.0,1125000.0
2.0,2,1,13.9,3108,2.0,1.0,1.0,261.0,0,9028.0,782000.0
4.0,0,1,12.1,3083,4.0,2.0,2.0,594.0,2,10175.0,855000.0
3.0,0,1,11.4,3204,3.0,1.0,3.0,585.0,5,6795.0,1640000.0
3.0,0,4,5.2,3056,3.0,1.0,2.0,512.0,2,11918.0,1150000.0
3.0,0,0,13.8,3165,3.0,1.0,2.0,591.0,5,10969.0,1100000.0
3.0,1,3,18,3037,3.0,1.0,2.0,512.0,6,3640.0,450000.0
3.0,0,3,11.1,3025,3.0,1.0,2.0,512.0,6,5132.0,925000.0
3.0,1,4,11,3147,3.0,1.0,2.0,512.0,5,3052.0,1300000.0
3.0,1,1,3.3,3141,3.0,2.0,1.0,80.0,5,14887.0,1250000.0
2.0,0,1,10.2,3127,3.0,1.0,2.0,512.0,0,2079.0,880000.0
4.0,0,3,15.5,3028,4.0,2.0,5.0,808.0,6,7630.0,820000.0
3.0,1,0,8.8,3072,3.0,1.0,2.0,512.0,2,14577.0,585000.0
2.0,0,1,17.9,3082,3.0,1.0,2.0,512.0,2,10529.0,503000.0
5.0,0,3,5.6,3101,5.0,3.0,1.0,520.0,5,10331.0,2425000.0
1.0,2,1,11.4,3163,1.0,1.0,1.0,0.0,5,7822.0,270000.0
2.0,2,4,3.8,3207,2.0,1.0,1.0,0.0,5,8648.0,600000.0
2.0,2,1,6.1,3182,2.0,1.0,1.0,0.0,5,13240.0,509000.0
2.0,2,3,12.9,3043,3.0,1.0,2.0,512.0,6,3296.0,482500.0
3.0,0,1,34.7,3977,3.0,1.0,3.0,512.0,4,4939.0,530000.0
2.0,2,0,2,3066,3.0,1.0,2.0,512.0,2,4553.0,721000.0
3.0,0,1,13,3204,3.0,2.0,2.0,299.0,5,6795.0,1222500.0
2.0,1,1,2.4,3121,3.0,1.0,2.0,512.0,2,14949.0,1205000.0
2.0,0,1,6.4,3011,2.0,1.0,0.0,238.0,6,7570.0,823000.0
3.0,0,4,6.2,3015,3.0,3.0,2.0,226.0,6,5498.0,975000.0
3.0,0,1,17.2,3132,3.0,2.0,2.0,512.0,0,6871.0,855000.0
4.0,0,4,11.2,3145,4.0,3.0,2.0,222.0,5,8801.0,1350000.0
4.0,0,3,27,3196,4.0,2.0,2.0,681.0,4,2887.0,1120000.0
4.0,0,1,13.9,3108,4.0,2.0,2.0,336.0,0,9028.0,1152000.0
4.0,0,3,11.1,3025,4.0,1.0,4.0,558.0,6,5132.0,650000.0
2.0,1,1,6.4,3012,2.0,1.0,2.0,512.0,6,3873.0,650000.0
2.0,2,4,8,3040,2.0,1.0,1.0,0.0,6,9264.0,480000.0
4.0,0,1,15,3085,4.0,3.0,1.0,531.0,2,1369.0,915000.0
3.0,0,1,13.9,3165,3.0,1.0,1.0,587.0,5,10969.0,910000.0
3.0,0,1,13.9,3165,3.0,1.0,2.0,512.0,5,10969.0,1020000.0
3.0,1,1,1.6,3053,3.0,2.0,2.0,2399.0,2,6786.0,1750000.0
4.0,0,1,9.7,3103,4.0,3.0,2.0,674.0,5,5682.0,2730000.0
3.0,2,1,11.2,3186,3.0,2.0,1.0,188.0,5,10579.0,1392000.0
4.0,0,1,8.8,3072,4.0,2.0,2.0,604.0,2,14577.0,930000.0
2.0,2,0,7.5,3123,3.0,1.0,2.0,512.0,5,6482.0,820000.0
4.0,0,1,8,3040,4.0,2.0,1.0,291.0,6,9264.0,1670000.0
1.0,2,1,2.4,3121,3.0,1.0,2.0,512.0,2,14949.0,499000.0
3.0,0,1,8.8,3072,3.0,1.0,1.0,690.0,2,14577.0,1215000.0
3.0,0,1,8,3016,3.0,2.0,2.0,184.0,6,6380.0,1330000.0
3.0,0,1,12.3,3166,3.0,1.0,2.0,536.0,5,3224.0,1215000.0
4.0,0,1,8.9,3084,4.0,2.0,4.0,621.0,0,3540.0,1426000.0
2.0,1,1,5.2,3056,3.0,1.0,2.0,512.0,2,11918.0,815000.0
3.0,0,1,12.9,3043,3.0,2.0,1.0,582.0,6,3296.0,666000.0
4.0,0,1,26.5,3138,4.0,2.0,2.0,512.0,1,8280.0,840500.0
3.0,0,0,14.5,3036,3.0,2.0,2.0,512.0,6,2339.0,680000.0
3.0,0,0,4.6,3181,3.0,2.0,2.0,754.0,5,4380.0,2080000.0
2.0,0,3,5.1,3011,2.0,1.0,1.0,126.0,6,2417.0,945000.0
3.0,0,1,12.6,3020,3.0,1.0,1.0,550.0,6,3755.0,701000.0
2.0,0,1,1.8,3051,2.0,1.0,2.0,100.0,2,6821.0,1080000.0
2.0,0,3,14.7,3152,2.0,1.0,0.0,1670.0,0,5424.0,1280000.0
3.0,0,1,18,3037,3.0,2.0,2.0,389.0,6,4242.0,520000.0
2.0,2,1,9.2,3146,3.0,1.0,2.0,512.0,5,10412.0,585000.0
4.0,0,1,11.2,3073,4.0,2.0,2.0,1090.0,2,21650.0,790000.0
3.0,0,1,3.3,3206,3.0,2.0,1.0,90.0,5,3280.0,1800000.0
2.0,2,1,7.3,3146,2.0,1.0,1.0,512.0,5,10412.0,552000.0
3.0,0,1,5.8,3078,3.0,1.0,1.0,0.0,2,2970.0,1500000.0
2.0,2,1,11.2,3145,2.0,1.0,2.0,196.0,5,8801.0,790000.0
3.0,1,1,11.2,3145,3.0,3.0,2.0,0.0,5,8801.0,1135000.0
3.0,0,0,13.9,3165,3.0,2.0,2.0,421.0,5,10969.0,780000.0
2.0,2,1,2.3,3051,2.0,1.0,1.0,2300.0,2,6821.0,560000.0
3.0,1,1,20,3194,3.0,1.0,2.0,331.0,4,6162.0,940000.0
2.0,2,1,5.9,3055,2.0,1.0,1.0,564.0,2,7082.0,471000.0
3.0,0,1,20.5,3752,3.0,2.0,2.0,512.0,2,7969.0,541000.0
2.0,1,1,4.3,3032,2.0,1.0,2.0,326.0,6,1052.0,856000.0
4.0,0,1,16.7,3150,3.0,1.0,2.0,512.0,0,15321.0,1420000.0
1.0,0,1,3.3,3206,1.0,1.0,0.0,81.0,5,3280.0,985000.0
3.0,0,1,13.5,3020,3.0,2.0,2.0,519.0,6,6763.0,511000.0
2.0,2,4,7.3,3146,3.0,1.0,2.0,512.0,5,10412.0,700000.0
2.0,2,1,7.2,3184,1.0,1.0,1.0,512.0,5,8989.0,1370000.0
2.0,2,3,5,3182,2.0,1.0,0.0,0.0,5,13240.0,701000.0
2.0,2,4,3.3,3141,2.0,2.0,2.0,0.0,5,14887.0,800000.0
2.0,0,1,5.2,3056,2.0,1.0,1.0,149.0,2,11918.0,792000.0
3.0,0,1,3.2,3054,3.0,1.0,2.0,512.0,2,3106.0,1555000.0
2.0,0,1,8.8,3072,2.0,1.0,2.0,349.0,2,14577.0,565000.0
1.0,2,1,7.7,3184,1.0,1.0,1.0,0.0,5,8989.0,313000.0
5.0,0,1,14.2,3149,5.0,2.0,2.0,728.0,0,13366.0,1450000.0
3.0,0,1,5.9,3032,3.0,1.0,2.0,350.0,6,6567.0,970000.0
3.0,0,0,10.5,3186,3.0,1.0,3.0,284.0,5,10579.0,1175000.0
1.0,2,1,5.2,3056,1.0,1.0,1.0,512.0,2,11918.0,315000.0
3.0,0,1,19.6,3076,3.0,2.0,4.0,614.0,2,10926.0,647000.0
2.0,0,1,17.2,3132,2.0,1.0,1.0,72.0,0,6871.0,480000.0
2.0,2,1,8.9,3016,2.0,1.0,1.0,2023.0,6,802.0,546000.0
3.0,0,1,28.8,3177,3.0,1.0,3.0,621.0,4,3533.0,500000.0
3.0,0,1,11.2,3073,3.0,1.0,2.0,677.0,2,21650.0,762500.0
4.0,0,4,13.7,3188,4.0,3.0,2.0,1093.0,5,5454.0,2800000.0
3.0,0,1,3,3067,3.0,1.0,1.0,159.0,2,4019.0,1240000.0
4.0,0,1,12.7,3085,3.0,1.0,2.0,512.0,2,4168.0,770000.0
3.0,0,0,8.9,3084,3.0,1.0,2.0,512.0,0,3540.0,1060000.0
3.0,0,1,5.2,3055,3.0,1.0,2.0,484.0,2,7082.0,1130000.0
3.0,0,1,24.7,3175,3.0,1.0,1.0,713.0,4,10894.0,669000.0
3.0,0,1,14.2,3149,3.0,1.0,1.0,718.0,0,13366.0,1586000.0
4.0,0,0,7.2,3185,4.0,2.0,1.0,390.0,5,4898.0,2410000.0
3.0,0,4,9.9,3044,3.0,1.0,3.0,490.0,2,7485.0,600000.0
2.0,1,1,13.8,3188,2.0,1.0,1.0,0.0,5,2356.0,771000.0
7.0,0,1,16.1,3111,7.0,2.0,4.0,5022.0,0,4790.0,2705000.0
3.0,0,3,10.1,3163,3.0,1.0,1.0,684.0,5,7822.0,1530000.0
3.0,0,1,11.8,3204,3.0,1.0,1.0,703.0,5,3578.0,1708000.0
4.0,0,1,5.9,3032,4.0,2.0,0.0,418.0,6,6567.0,1430000.0
4.0,1,1,14,3047,3.0,1.0,2.0,512.0,2,2246.0,560500.0
2.0,2,3,4,3057,2.0,1.0,1.0,186.0,2,5533.0,522000.0
4.0,0,1,8.9,3084,4.0,2.0,2.0,512.0,0,2890.0,1420000.0
3.0,0,1,31.7,3429,3.0,1.0,2.0,689.0,6,14092.0,515000.0
4.0,0,1,16.3,3075,4.0,2.0,3.0,578.0,2,8279.0,660000.0
2.0,2,1,10.5,3020,2.0,2.0,2.0,512.0,6,6763.0,385000.0
2.0,2,1,12.9,3043,2.0,1.0,1.0,512.0,6,3296.0,475000.0
3.0,0,3,14.5,3036,3.0,1.0,2.0,722.0,6,2339.0,875000.0
3.0,0,0,9.8,3040,3.0,1.0,2.0,613.0,6,588.0,810000.0
3.0,0,1,15.4,3131,3.0,1.0,2.0,512.0,0,4973.0,945000.0
